descendant	ancestor	display
1187004001	52448006	Chronic traumatic encephalopathy
1187126002	52448006	ITM2B-related amyloidosis
1259124000	52448006	Amyotrophic lateral sclerosis with frontotemporal dementia
1259128002	52448006	Alzheimer disease with psychosis
1259465009	52448006	Dementia due to hepatic failure
1259467001	52448006	Dementia due to hypercalcemia
1259469003	52448006	Dementia due to Gerstmann Straussler Scheinker syndrome
1259471003	52448006	Dementia due to Hashimoto encephalopathy
1259473000	52448006	Dementia due to fragile X syndrome
1259476008	52448006	Dementia due to genetic disease
1259478009	52448006	Dementia due to familial Creutzfeldt-Jakob disease
1259480003	52448006	Dementia due to fatal familial insomnia
1259485008	52448006	Dementia due to cerebral vasculitis
1259488005	52448006	Dementia due to cerebral amyloid angiopathy
1259492003	52448006	Dementia due to metastatic malignant neoplasm to brain
1259494002	52448006	Dementia due to leukodystrophy
1259496000	52448006	Dementia due to Lyme disease
1259499007	52448006	Dementia due to hemorrhagic cerebral infarction due to hypertension
1259501004	52448006	Dementia due to kuru
1259503001	52448006	Dementia due to iatrogenic Creutzfeldt-Jakob disease
1259511006	52448006	Dementia due to Wilson disease
1259513009	52448006	Dementia due to Whipple disease
1259517005	52448006	Dementia due to systemic lupus erythematosus
1259519008	52448006	Dementia due to subacute sclerosing panencephalitis
1259522005	52448006	Dementia due to variant Creutzfeldt-Jakob disease
1259524006	52448006	Dementia due to trypanosomiasis
1259529001	52448006	Dementia due to sporadic Creutzfeldt-Jakob disease
1259531005	52448006	Dementia due to hypertensive encephalopathy
1259579003	52448006	Dementia due to Behcet syndrome
1259581001	52448006	Dementia due to celiac disease
1259584009	52448006	Post-dialysis dementia
1259586006	52448006	Dementia due to autoimmune encephalitis
1259591007	52448006	Dementia due to acquired hypothyroidism
1259656006	52448006	Dementia due to renal failure
1259661008	52448006	Dementia due to rheumatological disease
1259663006	52448006	Dementia due to polyarteritis nodosa
1259665004	52448006	Dementia due to progressive subcortical gliosis
1259667007	52448006	Dementia due to paraneoplastic encephalitis
1259673008	52448006	Dementia due to neurofilament inclusion body disease
1259675001	52448006	Dementia due to obstructive hydrocephalus
1259677009	52448006	Dementia due to multiple system atrophy
1259679007	52448006	Dementia due to atypical pantothenate kinase associated neurodegeneration
1259990004	52448006	Dementia due to classical pantothenate kinase associated neurodegeneration
1260352009	52448006	Frontotemporal dementia due to TARDBP mutation
1260353004	52448006	Frontotemporal dementia due to VCP mutation
1260354005	52448006	Frontotemporal dementia due to C9orf72 mutation
1260355006	52448006	Frontotemporal dementia due to FUS mutation
1263555006	52448006	Logopenic non-amnestic Alzheimer disease
1263585001	52448006	Frontal variant non-amnestic Alzheimer disease
1339031006	52448006	Dementia caused by ionizing radiation
1581000119101	52448006	Dementia of the Alzheimer type with behavioral disturbance
1591000119103	52448006	Dementia with behavioral disturbance
2421000119107	52448006	Hallucinations co-occurrent and due to late onset dementia
21921000119103	52448006	Dementia due to Pick's disease
22381000119105	52448006	Primary degenerative dementia
31081000119101	52448006	Presenile dementia with delusions
79341000119107	52448006	Mixed dementia
82351000119105	52448006	Altered behavior due to Pick's disease
82361000119107	52448006	Altered behavior in Huntington's dementia
82371000119101	52448006	Dementia due to multiple sclerosis with altered behavior
82381000119103	52448006	Epileptic dementia with behavioral disturbance
97751000119108	52448006	Altered behavior in Alzheimer's disease
101421000119107	52448006	Dementia due to Parkinson's disease
105421000119105	52448006	Early onset Alzheimer's disease with behavioral disturbance
106021000119105	52448006	Multi-infarct dementia due to atherosclerosis
130121000119104	52448006	Dementia due to Rett syndrome
141991000119109	52448006	Delusions in Alzheimer's disease
142001000119106	52448006	Depressed mood in Alzheimer's disease
142011000119109	52448006	Alzheimer's disease co-occurrent with delirium
288631000119104	52448006	Vascular dementia with behavioral disturbance
293671000119109	52448006	Behavioral disturbance due to multi-infarct dementia
16219201000119101	52448006	Behavioral disturbance co-occurrent and due to late onset Alzheimer dementia
16276361000119109	52448006	Vascular dementia without behavioral disturbance
42866003	53741008	Congenital coronary artery sclerosis
92517006	53741008	Calcific coronary arteriosclerosis
194842008	53741008	Single coronary vessel disease
194843003	53741008	Double coronary vessel disease
233817007	53741008	Triple vessel disease of the heart
233844002	53741008	Accelerated coronary artery disease in transplanted heart
315348000	53741008	Asymptomatic coronary heart disease
371803003	53741008	Multi vessel coronary artery disease
371804009	53741008	Left main coronary artery disease
371805005	53741008	Significant coronary bypass graft disease
420006002	53741008	Obliterative coronary artery disease
427919004	53741008	Coronary arteriosclerosis caused by radiation
429245005	53741008	Recurrent coronary arteriosclerosis after percutaneous transluminal coronary angioplasty
429673002	53741008	Arteriosclerosis of coronary artery bypass graft
442224005	53741008	Arteriosclerosis of autologous vein coronary artery bypass graft
442240008	53741008	Arteriosclerosis of nonautologous coronary artery bypass graft
442421004	53741008	Arteriosclerosis of arterial coronary artery bypass graft
443502000	53741008	Coronary atherosclerosis
444855007	53741008	Arteriosclerosis of coronary artery bypass graft of transplanted heart
444856008	53741008	Arteriosclerosis of internal mammary artery coronary artery bypass graft
719678003	53741008	Non-obstructive atherosclerosis of coronary artery
723862008	53741008	Atherosclerosis of non-autologous coronary artery bypass graft
724431008	53741008	Atherosclerosis of autologous coronary artery bypass graft
792842004	53741008	Coronary arteriosclerosis in artery of transplanted heart
1269257006	53741008	Arteriosclerosis of nonautologous biological coronary artery bypass graft
1293192009	53741008	Premature coronary artery disease
1303693000	53741008	Atherosclerosis of right coronary artery
139011000119104	53741008	Coronary arteriosclerosis following coronary artery bypass graft
285141000119106	53741008	Arteriosclerosis of autologous arterial coronary artery bypass graft
285151000119108	53741008	Arteriosclerosis of autologous coronary artery bypass graft
15960061000119102	53741008	Unstable angina co-occurrent and due to coronary arteriosclerosis
15960141000119102	53741008	Angina co-occurrent and due to coronary arteriosclerosis
15960381000119109	53741008	Angina co-occurrent and due to arteriosclerosis of coronary artery bypass graft
15960581000119102	53741008	Arteriosclerosis of autologous vein coronary artery bypass graft with angina
15960661000119107	53741008	Unstable angina co-occurrent and due to arteriosclerosis of coronary artery bypass graft
15960861000119108	53741008	Preinfarction syndrome due to coronary arteriosclerosis in artery of transplanted heart
16891151000119103	53741008	Coronary artery disease due to type 2 diabetes mellitus
16891191000119108	53741008	Coronary artery disease due to type 1 diabetes mellitus
840684000	5595000	Multidrug-resistant Salmonella enterica subspecies enterica serovar Typhi
30751000112106	5595000	Extended spectrum beta-lactamase producing Salmonella enterica subspecies enterica serovar Typhi
4225003	56717001	Tuberculosis of nose
4445009	56717001	Tuberculosis of genitourinary system
4501007	56717001	Tuberculous ascites
7444001	56717001	Tuberculosis of rectum
8250007	56717001	Tuberculosis of subcutaneous cellular tissue
8832006	56717001	Tuberculosis orificialis of anus
10528009	56717001	Lupus vulgaris
10706006	56717001	Tuberculosis of central nervous system
10893003	56717001	Tuberculous adenitis
11676005	56717001	Tuberculous leptomeningitis
12677003	56717001	Tuberculosis of brain
12985005	56717001	Tuberculosis of seminal vesicle
13570003	56717001	Tuberculous tenosynovitis
14188007	56717001	Tuberculosis of hip
14527007	56717001	Tuberculous empyema
15202009	56717001	Tuberculoma
15284007	56717001	Tuberculosis of esophagus
16409009	56717001	Tuberculosis of retroperitoneal lymph nodes
17136009	56717001	Tuberculosis of knee
17653001	56717001	Tuberculosis of bones and/or joints
20372007	56717001	Tuberculosis of prostate
22990009	56717001	Chronic tuberculosis
24235005	56717001	Tuberculous hydrothorax
24810006	56717001	Tuberculosis orificialis of mouth
25629007	56717001	Acute tuberculosis
25738004	56717001	Tuberculous synovitis
25831001	56717001	Tuberculosis of nasal septum
26935004	56717001	Tuberculosis of thyroid gland
28399005	56717001	Tuberculosis of spleen
29731002	56717001	Tuberculous pneumothorax
31112008	56717001	Tuberculous meningoencephalitis
32268008	56717001	Tuberculosis of urinary bladder
33893009	56717001	Tuberculosis verrucosa cutis
35117008	56717001	Tuberculosis of small intestine
35585004	56717001	Tuberculous endometritis
35786001	56717001	Tuberculoma of meninges
35984006	56717001	Tuberculosis of vertebral column
37133005	56717001	Tuberculous pyelitis
37260006	56717001	Congenital tuberculosis
38115001	56717001	Tuberculosis of spinal meninges
38279006	56717001	Tuberculosis of bone
38420005	56717001	Tuberculosis of large intestine
39306006	56717001	Tuberculosis of anus
40258005	56717001	Tuberculosis of testis
44182001	56717001	Tuberculous osteonecrosis
44323002	56717001	Tuberculosis of kidney
44572005	56717001	Tuberculous peritonitis
47292005	56717001	Tuberculosis of myocardium
47604008	56717001	Miliary tuberculosis
48225000	56717001	Tuberculous disseminated chorioretinitis
49107007	56717001	Tuberculosis of eye
49558004	56717001	Tuberculous salpingitis
49807009	56717001	Tuberculous dactylitis
51014003	56717001	Reactivation tuberculosis
52721006	56717001	Tuberculosis of nasal sinus
52987001	56717001	Tuberculosis of endocardium
54084005	56717001	Cervical tuberculous lymphadenitis
55419007	56717001	Tuberculosis of glottis
56498009	56717001	Tuberculosis of nasopharynx
58374007	56717001	Acute diffuse tuberculosis
58437007	56717001	Tuberculosis of meninges
58764007	56717001	Tuberculous osteomyelitis
60136008	56717001	Tuberculosis of intestine
62494007	56717001	Chronic miliary tuberculosis
62819009	56717001	Tuberculous cervicitis
63309002	56717001	Primary tuberculosis
63808004	56717001	Tuberculous chancre
66986005	56717001	Tuberculosis of skin
67256000	56717001	Tuberculosis of pericardium
70341005	56717001	Tuberculous laryngitis
71375000	56717001	Tuberculosis of mastoid process
71943007	56717001	Chronic granulomatous tuberculosis
72807002	56717001	Tuberculous polyserositis
74181004	56717001	Tuberculosis of female genital organs
74387008	56717001	Tuberculosis of hilar lymph nodes
77038006	56717001	Tuberculosis of peripheral lymph nodes
78436002	56717001	Tuberculosis of intrathoracic lymph nodes
79158003	56717001	Tuberculous interstitial keratitis
80003002	56717001	Tuberculous pneumonia
80010008	56717001	Isolated bronchial tuberculosis
80602006	56717001	Nodular tuberculosis of lung
81133003	56717001	Tuberculosis of bones of lower extremity
81359005	56717001	Tuberculosis of ureter
81554001	56717001	Tuberculosis of lung with involvement of bronchus
82495004	56717001	Tuberculosis of mediastinal lymph nodes
82796002	56717001	Scrofuloderma
83652003	56717001	Tuberculosis of epididymis
83784000	56717001	Tuberculosis of mediastinum
84194006	56717001	Tuberculous oophoritis
84288007	56717001	Tuberculous episcleritis
85692003	56717001	Tuberculosis of tracheobronchial lymph nodes
85940005	56717001	Tuberculous otitis media
88356006	56717001	Primary tuberculous complex
90117007	56717001	Tuberculous fibrosis of lung
90302003	56717001	Tuberculosis of cerebral meninges
91483004	56717001	Tuberculous encephalitis
111825008	56717001	Tuberculosis of conjunctiva
111830007	56717001	Tuberculosis of urinary organs
111832004	56717001	Primary progressive tuberculosis
154283005	56717001	Pulmonary tuberculosis
182159002	56717001	Disseminated tuberculosis
185113005	56717001	Tuberculosis of adrenal glands
186172004	56717001	Tuberculous pleurisy in primary progressive tuberculosis
186175002	56717001	Infiltrative lung tuberculosis
186177005	56717001	Tuberculosis of lung with cavitation
186178000	56717001	Tuberculosis of bronchus
186182003	56717001	Tuberculosis of pleura
186193001	56717001	Tuberculosis of lung, confirmed by sputum microscopy with or without culture
186194007	56717001	Tuberculosis of lung, confirmed by culture only
186195008	56717001	Tuberculosis of lung, confirmed histologically
186199002	56717001	Tuberculosis of larynx, trachea and bronchus, confirmed bacteriologically and histologically
186200004	56717001	Tuberculous pleurisy, confirmed bacteriologically and histologically
186202007	56717001	Respiratory tuberculosis, not confirmed bacteriologically or histologically
186203002	56717001	Tuberculosis of lung, bacteriologically and histologically negative
186204008	56717001	Tuberculosis of lung, bacteriological and histological examination not done
186225008	56717001	Tuberculosis of intestines, peritoneum and mesenteric glands
186259007	56717001	Scrofulous tuberculous abscess
186263000	56717001	Tuberculous chorioretinitis
186266008	56717001	Tuberculous chronic iridocyclitis
186267004	56717001	Tuberculous keratoconjunctivitis
186269001	56717001	Tuberculosis of ear
186270000	56717001	Tuberculous Addison's disease
186272008	56717001	Tuberculosis of stomach
186273003	56717001	Tuberculosis of liver
186276006	56717001	Acute miliary tuberculosis
186278007	56717001	Acute miliary tuberculosis of multiple sites
190710003	56717001	Tuberculous arthritis
193787009	56717001	Keratitis due to tuberculosis
194908003	56717001	Acute tuberculous pericarditis
194949003	56717001	Acute myocarditis - tuberculous
198241002	56717001	Female tuberculous pelvic inflammatory disease
199175001	56717001	Maternal tuberculosis during pregnancy, childbirth and the puerperium
202994006	56717001	Tuberculous infection of tendon sheath
203263006	56717001	Tuberculosis of cervical spine
203264000	56717001	Tuberculosis of thoracic spine
203265004	56717001	Tuberculosis of lumbar spine
203267007	56717001	Tuberculosis of limb bones
203269005	56717001	Tuberculosis of the upper arm bone
203270006	56717001	Tuberculosis of the forearm bone
203272003	56717001	Tuberculosis of bone of lower leg
203274002	56717001	Tuberculosis of multiple limb bones
203278004	56717001	Tuberculosis of bones of shoulder region
203279007	56717001	Tuberculosis of the bones of the hand
203280005	56717001	Tuberculosis of the bones of the ankle and/or foot
203282002	56717001	Tuberculosis of the bones of multiple sites
213580002	56717001	Caseating tuberculoid granuloma
233649005	56717001	Tuberculous chylothorax
233763009	56717001	Silicotuberculosis
233794009	56717001	Tuberculous bronchopleural fistula
234090004	56717001	Tuberculous mesenteric adenitis
235067001	56717001	Oral tuberculosis
235694001	56717001	Tuberculous duodenitis
236602004	56717001	Tuberculous stricture of ureter
236684001	56717001	Tuberculous urethritis
236770001	56717001	Tuberculous epididymo-orchitis
237445009	56717001	Tuberculosis of breast
238430004	56717001	Cutaneous complication of BCG immunization
238431000	56717001	BCG granuloma
238432007	56717001	BCG ulcer
240376003	56717001	Tuberculosis of gastrointestinal tract
240379005	56717001	Tuberculosis of male genital organs
240380008	56717001	Acute tuberculous ulcer
240381007	56717001	Acute miliary cutaneous tuberculosis
240382000	56717001	Cutaneous tuberculous gumma
267317007	56717001	Tuberculosis in pregnancy
271423008	56717001	Tuberculosis of skin and subcutaneous tissue
281623008	56717001	Genital tuberculosis
301836007	56717001	Tuberculosis of colon
302131003	56717001	Tuberculosis of heart
314029000	56717001	Tuberculous uveitis
373043002	56717001	Infection caused by Mycobacterium microti
373085003	56717001	Infection caused by Mycobacterium africanum
373086002	56717001	Infection caused by mycobacterium tuberculosis hominis
373437006	56717001	Infection caused by Mycobacterium bovis
373576009	56717001	Infection caused by Mycobacterium tuberculosis
402973006	56717001	BCG-induced lupus vulgaris
402974000	56717001	BCG-induced scrofuloderma
402975004	56717001	BCG-induced tuberculide
413556004	56717001	Antibiotic resistant tuberculosis
413852006	56717001	Ciprofloxacin resistant tuberculosis
414146004	56717001	Ethambutol resistant tuberculosis
414149006	56717001	Ethionamide resistant tuberculosis
414546009	56717001	Isoniazid resistant tuberculosis
415222009	56717001	Pyrazinamide resistant tuberculosis
415345001	56717001	Rifampicin resistant tuberculosis
415622003	56717001	Streptomycin resistant tuberculosis
416265003	56717001	Tuberculoma of brain
416903004	56717001	Tuberculoma of spinal cord
421571007	56717001	Tuberculosis with AIDS (acquired immunodeficiency syndrome)
422481005	56717001	Extreme drug resistant tuberculosis
423092005	56717001	Multidrug resistant tuberculosis
423709000	56717001	Drug resistant tuberculosis
423997002	56717001	Tuberculosis, extrapulmonary
427099000	56717001	Active tuberculosis
441770001	56717001	Orificial tuberculosis
446753005	56717001	Tuberculosis of oropharynx
446946005	56717001	Reinfection pulmonary tuberculosis
446986002	56717001	Tuberculous pleural effusion
447006007	56717001	Relapse pulmonary tuberculosis
447012002	56717001	Tuberculosis of spinal cord
447253004	56717001	Tuberculous arachnoiditis
447330002	56717001	Tuberculosis of abdomen
447371008	56717001	Tuberculous ileitis
449925002	56717001	Tuberculosis of bone of upper limb
460440005	56717001	Pericarditis with pericardial effusion caused by Mycobacterium tuberculosis complex
460464006	56717001	Constrictive pericarditis caused by Mycobacterium tuberculosis complex
473426009	56717001	Primary tuberculous complex confirmed by culture
473427000	56717001	Primary tuberculous complex confirmed histologically
473428005	56717001	Primary tuberculous complex confirmed by microscopic examination
473429002	56717001	Tuberculoma of spinal cord confirmed
473430007	56717001	Primary tuberculous complex confirmed
473431006	56717001	Primary tuberculous complex with bacteriological or histological examination results unknown
700272008	56717001	Respiratory tuberculosis
700273003	56717001	Isolated tracheobronchial tuberculosis
707149004	56717001	Mycobacterial lymphadenitis
710106005	56717001	Extensively drug resistant tuberculosis
714394004	56717001	Lupus vulgaris of nose
717697005	56717001	Tuberculous ulceration of vulva
721732001	56717001	Infection of musculoskeletal system caused by Mycobacterium tuberculosis
724541008	56717001	Acute miliary tuberculosis of single site
733835007	56717001	Extrapulmonary tuberculosis co-occurrent with human immunodeficiency virus infection
735517008	56717001	Myositis caused by Mycobacterium tuberculosis
735518003	56717001	Infection of digestive system caused by Mycobacterium tuberculosis
735519006	56717001	Infection of endocrine gland caused by Mycobacterium tuberculosis
735521001	56717001	Human immunodeficiency virus World Health Organization 2007 stage 1 co-occurrent with tuberculosis
735523003	56717001	Human immunodeficiency virus World Health Organization 2007 stage 2 co-occurrent with tuberculosis
735525005	56717001	Human immunodeficiency virus World Health Organization 2007 stage 3 co-occurrent with tuberculosis
735527002	56717001	Human immunodeficiency virus World Health Organization 2007 stage 4 co-occurrent with tuberculosis
770674007	56717001	Ghon complex
788960009	56717001	Tuberculosis of placenta
789056000	56717001	Tuberculosis of inner ear
789057009	56717001	Tuberculosis of middle ear
840446000	56717001	Dacryoadenitis caused by Mycobacterium tuberculosis
860803004	56717001	Hydrocephalus due to tuberculosis of brain
866083008	56717001	Infection of eyelid caused by Mycobacterium tuberculosis
870333003	56717001	Panuveitis caused by Mycobacterium tuberculosis
1144499001	56717001	Tuberculosis of pelvis and femur
1162297009	56717001	Infection of multiple sites of spine caused by Mycobacterium tuberculosis
1162356000	56717001	Tuberculous arthritis of hand caused by Mycobacterium tuberculosis
1162401004	56717001	Infection of thoracolumbar region of spine caused by Mycobacterium tuberculosis
1162404007	56717001	Infection of cervicothoracic region of spine caused by Mycobacterium tuberculosis
1162879007	56717001	Tuberculous arthritis of shoulder region caused by Mycobacterium tuberculosis
1176981005	56717001	Tuberculous posterior uveitis
1177009003	56717001	Tuberculosis of penis
1177013005	56717001	Tuberculosis of lumbosacral spine
1177015003	56717001	Tuberculous cerebral arteritis
1177018001	56717001	Tuberculous anterior uveitis
1177021004	56717001	Tuberculous infection of bile duct
1177026009	56717001	Tuberculosis of anal canal
1177031006	56717001	Tuberculous intermediate uveitis
1177041009	56717001	Tuberculous enterocolitis
1197013001	56717001	Gingival tuberculosis
1231669001	56717001	Tuberculosis of orbit
1286779006	56717001	Conjunctivitis caused by Mycobacterium tuberculosis
1286780009	56717001	Episcleritis caused by Mycobacterium tuberculosis
1092761000119105	56717001	Iridocyclitis caused by tuberculosis
1092771000119104	56717001	Tuberculous neuritis
10759881000119100	56717001	Tuberculosis in mother complicating childbirth
15984191000119101	56717001	Tuberculosis of right ear
15984231000119105	56717001	Tuberculosis of left ear
15984271000119108	56717001	Bilateral tuberculosis of ears
15988431000119101	56717001	Bilateral conjunctivitis of eyes caused by Mycobacterium tuberculosis
15988471000119103	56717001	Conjunctivitis of right eye caused by Mycobacterium tuberculosis
15988511000119107	56717001	Conjunctivitis of left eye caused by Mycobacterium tuberculosis
15991431000119108	56717001	Chorioretinitis of bilateral eyes caused by Mycobacterium tuberculosis
15991471000119106	56717001	Left chorioretinitis caused by Mycobacterium tuberculosis
15991511000119102	56717001	Right chorioretinitis caused by Mycobacterium tuberculosis
15991591000119106	56717001	Iridocyclitis of left eye caused by Mycobacterium tuberculosis
15991631000119106	56717001	Iridocyclitis of right eye caused by Mycobacterium tuberculosis
15991671000119109	56717001	Bilateral tuberculous iridocyclitis
15992751000119103	56717001	Episcleritis of left eye caused by Mycobacterium tuberculosis
15992791000119108	56717001	Bilateral episcleritis of eyes caused by Mycobacterium tuberculosis
15992831000119102	56717001	Episcleritis of right eye caused by Mycobacterium tuberculosis
16060551000119103	56717001	Neonatal tuberculosis
279001	57809008	Senile myocarditis
488007	57809008	Fibroid myocarditis
756003	57809008	Chronic rheumatic myopericarditis
1755008	57809008	Old myocardial infarction
2816000	57809008	Dilated cardiomyopathy due to myotonic dystrophy
2829000	57809008	Uhl's disease
4082005	57809008	Syphilitic myocarditis
6022005	57809008	Dilated cardiomyopathy due to sarcoidosis
8209004	57809008	Dilated cardiomyopathy due to hemochromatosis
8254003	57809008	Endomyocardial disease
8676001	57809008	Myocarditis due to hypersensitivity state
8916007	57809008	Protozoan myocarditis
9909003	57809008	Fatty degeneration of heart
11104006	57809008	Dilated cardiomyopathy due to phytanic acid storage disease
11176009	57809008	Acute myopericarditis
11849007	57809008	AV junctional rhythm
12563008	57809008	Dilated cardiomyopathy caused by radiation
13453009	57809008	Anomalous muscle bands of left ventricle
15544002	57809008	Restrictive cardiomyopathy secondary to infiltrations
15990001	57809008	Acute myocardial infarction of posterolateral wall
16253001	57809008	Dilated peripartum cardiomyopathy
18484008	57809008	Subacute interstitial myocarditis
20529002	57809008	Secondary dilated cardiomyopathy
21430002	57809008	Dilated cardiomyopathy due to rheumatoid arthritis
22298006	57809008	Myocardial infarction
22653005	57809008	Myocarditis due to infectious agent
24584003	57809008	Restrictive cardiomyopathy secondary to malignancy
26117009	57809008	Diphtheritic myocarditis
27097002	57809008	Danish type familial amyloid cardiomyopathy
27277001	57809008	Gouty tophus of heart
27885002	57809008	Complete atrioventricular block
28189009	57809008	Mobitz type II atrioventricular block
28869005	57809008	Dilated cardiomyopathy due to muscular dystrophy
30328003	57809008	Acute myoendocarditis
30496006	57809008	Dilated cardiomyopathy due to viral myocarditis
30884007	57809008	Restrictive cardiomyopathy secondary to familial storage disease
31993003	57809008	Toxic myocarditis
32574007	57809008	Past myocardial infarction diagnosed on ECG AND/OR other special investigation, but currently presenting no symptoms
33006007	57809008	Restrictive cardiomyopathy secondary to endocardial fibroelastosis
33258008	57809008	Primary eosinophilic endomyocardial restrictive cardiomyopathy
35719004	57809008	Dilated cardiomyopathy due to systemic sclerosis
35728003	57809008	Familial cardiomyopathy
36471000	57809008	Dilated cardiomyopathy due to systemic lupus erythematosus
37217002	57809008	Coxsackie myocarditis
37925008	57809008	Interstitial myocarditis
39041004	57809008	Restrictive cardiomyopathy secondary to sarcoidosis
39260000	57809008	Nonparoxysmal AV nodal tachycardia
39693003	57809008	Dilated cardiomyopathy due to granuloma
40532006	57809008	Dilated cardiomyopathy due to protozoan myocarditis
42099002	57809008	Primary endomyocardial fibrosis restrictive cardiomyopathy
42531007	57809008	Microinfarct of heart
44630002	57809008	Dilated cardiomyopathy due to fungal myocarditis
45093008	57809008	Chronic interstitial myocarditis
45227007	57809008	Hypertrophic obstructive cardiomyopathy
46109009	57809008	Subendocardial ischemia
46696008	57809008	Dilated cardiomyopathy due to dermatomyositis
46701001	57809008	Acute myocarditis
46939000	57809008	Keshan disease
47292005	57809008	Tuberculosis of myocardium
47830009	57809008	Junctional escape beats
50270004	57809008	Dilated cardiomyopathy due to Friedreich's ataxia
50275009	57809008	Cobalt cardiomyopathy
50920009	57809008	Myocarditis
52029003	57809008	Primary familial dilated cardiomyopathy
52035003	57809008	Acute anteroapical myocardial infarction
53043001	57809008	Primary idiopathic dilated cardiomyopathy
53703001	57809008	Primary eosinophilic endomyocardial cardiomyopathy
54016002	57809008	Mobitz type I incomplete atrioventricular block
54329005	57809008	Acute myocardial infarction of anterior wall
54830008	57809008	Dilated cardiomyopathy due to bacterial myocarditis
55087008	57809008	Myocarditis due to chemical agent
55482007	57809008	Isolated diffuse granulomatous myocarditis
56941009	57809008	Restrictive cardiomyopathy secondary to hemochromatosis
57054005	57809008	Acute myocardial infarction
58612006	57809008	Acute myocardial infarction of lateral wall
58629009	57809008	Dilated cardiomyopathy due to amyloidosis
58911001	57809008	Dilated cardiomyopathy due to glycogen storage disease
59063002	57809008	Acute myocardial infarction of apical-lateral wall
60514000	57809008	Dilated cardiomyopathy due to familial storage disease
60812006	57809008	Giant cell myocarditis
61012002	57809008	Chronic rheumatic myocarditis
61179004	57809008	Cardiac beriberi
62377009	57809008	Postpartum cardiomyopathy
62695002	57809008	Acute anteroseptal myocardial infarction
63183009	57809008	Primary idiopathic hypertrophic cardiomyopathy
63462008	57809008	Mumps myocarditis
64041007	57809008	Primary idiopathic restrictive cardiomyopathy
64043005	57809008	Bacterial myocarditis
64077000	57809008	Myocardial degeneration
64190005	57809008	Rubella myocarditis
64615000	57809008	Restrictive cardiomyopathy secondary to glycogen storage disease
64627002	57809008	Acute myocardial infarction of high lateral wall
64749001	57809008	Dilated cardiomyopathy due to infiltration
65547006	57809008	Acute myocardial infarction of inferolateral wall
65718001	57809008	Adenoviral myocarditis
66595008	57809008	Drug-related myocardial necrosis syndrome
68602002	57809008	Primary endomyocardial fibrosis cardiomyopathy
69589006	57809008	Subacute myoendocarditis
69609002	57809008	Nonobstructive cardiomyopathy
69730002	57809008	Idiojunctional tachycardia
70211005	57809008	Acute myocardial infarction of anterolateral wall
70422006	57809008	Acute subendocardial infarction
70998009	57809008	Acute myocardial infarction of posterobasal wall
72527006	57809008	Myocarditis caused by drug
72972005	57809008	Dilated cardiomyopathy caused by drug
73795002	57809008	Acute myocardial infarction of inferior wall
74249003	57809008	Dilated cardiomyopathy due to malignancy
74918002	57809008	Measles myocarditis
76534005	57809008	Myocarditis due to acquired toxoplasmosis
76593002	57809008	Acute myocardial infarction of inferoposterior wall
76931005	57809008	Restrictive cardiomyopathy secondary to granulomas
77221000	57809008	Incomplete atrioventricular block with atrioventricular response
78046005	57809008	Myocarditis caused by influenza virus
79009004	57809008	Acute myocardial infarction of septum
79096004	57809008	Myocarditis caused by physical agent
79152002	57809008	Dilated cardiomyopathy due to neuromuscular disorder
79754008	57809008	Restrictive cardiomyopathy secondary to amyloidosis
81681009	57809008	Junctional premature beats
83978005	57809008	Primary familial hypertrophic cardiomyopathy
84725008	57809008	Restrictive cardiomyopathy due to mucopolysaccharidosis
84733009	57809008	Dilated cardiomyopathy due to nutritional deficiency
85898001	57809008	Cardiomyopathy
86194008	57809008	Dilated cardiomyopathy due to infectious disease
86995005	57809008	Dilated cardiomyopathy due to mucopolysaccharidosis
87343002	57809008	Prinzmetal angina
88412007	57809008	AV node arrhythmia
88445007	57809008	Anomalous muscle bands of right ventricle
88782004	57809008	Myocarditis caused by radiation
89141000	57809008	Viral myocarditis
89461002	57809008	Primary cardiomyopathy
90828009	57809008	Primary restrictive cardiomyopathy
91025000	57809008	Idiopathic myocarditis
91468009	57809008	Meningococcal myocarditis
91604001	57809008	Dilated cardiomyopathy due to polyarteritis nodosa
92238001	57809008	Benign neoplasm of myocardium
93914000	57809008	Primary malignant neoplasm of myocardium
94433008	57809008	Metastatic malignant neoplasm to myocardium
94954008	57809008	Neoplasm of uncertain behavior of myocardium
109432004	57809008	Anomalous cardiac muscle bands
111285003	57809008	Dilated cardiomyopathy due to metabolic disorder
126732009	57809008	Neoplasm of myocardium
129574000	57809008	Postoperative myocardial infarction
134401001	57809008	Left ventricular systolic dysfunction
187195003	57809008	Toxoplasma myocarditis
194709000	57809008	Acute rheumatic myocarditis
194802003	57809008	True posterior myocardial infarction
194809007	57809008	Acute myocardial infarction of atrium
194849004	57809008	Generalized ischemic myocardial dysfunction
194856005	57809008	Subsequent myocardial infarction
194857001	57809008	Subsequent myocardial infarction of anterior wall
194858006	57809008	Subsequent myocardial infarction of inferior wall
194867006	57809008	Rupture of papillary muscle as current complication following acute myocardial infarction
194942007	57809008	Acute myocarditis associated with another disorder
194943002	57809008	Acute aseptic myocarditis of the newborn
194944008	57809008	Acute myocarditis - coxsackie
194945009	57809008	Acute myocarditis - diphtheritic
194946005	57809008	Acute myocarditis - influenzal
194947001	57809008	Acute syphilitic myocarditis
194948006	57809008	Acute myocarditis - toxoplasmosis
194949003	57809008	Acute myocarditis - tuberculous
