descendant	ancestor	display
430396006	128292002	Chronic systolic dysfunction of left ventricle
431896008	128292002	Chronic rejection of cardiac transplant
441481004	128292002	Chronic systolic heart failure
441530006	128292002	Chronic diastolic heart failure
443095000	128292002	Hemicrania continua
443253003	128292002	Acute on chronic systolic heart failure
443344007	128292002	Acute on chronic diastolic heart failure
445928005	128292002	Eisenmenger's syndrome
470752003	128292002	Progression of fetal right ventricular outflow tract obstruction
470753008	128292002	Progression of fetal left ventricular outflow tract obstruction
698296002	128292002	Acute exacerbation of chronic congestive heart failure
698352000	128292002	Chronic antral gastritis with hemorrhage
698816006	128292002	Chronic occlusion of artery of extremity
704667004	128292002	Hypertension concurrent and due to end stage renal disease on dialysis
707412000	128292002	Chronic pulmonary thromboembolism
707413005	128292002	Chronic pulmonary thromboembolism without pulmonary hypertension
709602009	128292002	Chronic thrombosis of superficial vein of lower limb
709687000	128292002	Chronic deep vein thrombosis of pelvic vein
713030005	128292002	Chronic dissection of thoracic aorta
714818009	128292002	Persistent hematuria co-occurrent and due to diffuse endocapillary proliferative glomerulonephritis
718685006	128292002	Orthostatic hypotension co-occurrent and due to Parkinson's disease
720507006	128292002	Chronic atrial and intestinal dysrhythmia
722890004	128292002	Chronic Chagas disease with heart involvement
722986000	128292002	Chronic venous infarction of spinal cord
724357007	128292002	Hereditary cerebral hemorrhage with amyloidosis
724441006	128292002	Non-atherosclerotic chronic arterial occlusive disease
725416005	128292002	Cirrhotic cardiomyopathy
763778003	128292002	Larsen-like syndrome B3GAT3 type
776416004	128292002	Hyperuricemia, pulmonary hypertension, renal failure, alkalosis syndrome
783161005	128292002	ABri amyloidosis
783258000	128292002	ADan amyloidosis
783787000	128292002	Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations
788887009	128292002	Chronic viral carditis
871587002	128292002	Myocarditis due to Chaga disease
1144912000	128292002	Chronic thrombotic microangiopathy
1148765006	128292002	Chronic rheumatic carditis
1149066008	128292002	Chronic rheumatic pancarditis
1155719000	128292002	Rheumatic mitral valve obstruction
1155721005	128292002	Rheumatic aortic valve obstruction
1173997008	128292002	Pontine autosomal dominant microangiopathy with leukoencephalopathy
1179295004	128292002	BVES-related limb girdle muscular dystrophy
1187126002	128292002	ITM2B-related amyloidosis
1204127004	128292002	Chronic dissection of coronary artery
1204191007	128292002	Asymptomatic chronic arterial occlusive disease
1230397006	128292002	Pigmented purpuric dermatosis
1287895005	128292002	Chronic deep vein thrombosis of left upper limb following procedure
1287896006	128292002	Chronic deep vein thrombosis of right upper limb following procedure
1296659009	128292002	Acute exacerbation of chronic heart failure
1332436006	128292002	Hypertension in chronic kidney disease stage 3B due to type 1 diabetes mellitus
1332441003	128292002	Hypertension in chronic kidney disease stage 3A due to type 1 diabetes mellitus
1332442005	128292002	Hypertension in chronic kidney disease stage 3 due to type 1 diabetes mellitus
1332464001	128292002	Hypertension in chronic kidney disease stage 2 due to type 1 diabetes mellitus
1332465000	128292002	Hypertension in chronic kidney disease stage 3B due to type 2 diabetes mellitus
1332466004	128292002	Hypertension in chronic kidney disease stage 3A due to type 2 diabetes mellitus
1332467008	128292002	Hypertension in chronic kidney disease stage 5 due to type 1 diabetes mellitus
1332468003	128292002	Hypertension in chronic kidney disease stage 4 due to type 1 diabetes mellitus
1336124006	128292002	Complement component 4 dense deposit disease
8501000119104	128292002	Hypertensive heart and chronic kidney disease
71421000119105	128292002	Hypertension in chronic kidney disease due to type 2 diabetes mellitus
71701000119105	128292002	Hypertension in chronic kidney disease due to type 1 diabetes mellitus
96701000119107	128292002	Hypertensive heart AND chronic kidney disease on dialysis
96711000119105	128292002	Hypertensive heart AND chronic kidney disease stage 5
96721000119103	128292002	Hypertensive heart AND chronic kidney disease stage 4
96731000119100	128292002	Hypertensive heart AND chronic kidney disease stage 3
96741000119109	128292002	Hypertensive heart AND chronic kidney disease stage 2
96751000119106	128292002	Hypertensive heart AND chronic kidney disease stage 1
117051000119103	128292002	Chronic total occlusion of coronary artery
118781000119108	128292002	Pre-existing hypertensive chronic kidney disease in mother complicating pregnancy
124171000119105	128292002	Chronic intractable migraine without aura
127991000119101	128292002	Hypertension concurrent and due to end stage renal disease on dialysis due to type 2 diabetes mellitus
128001000119105	128292002	Hypertension concurrent and due to end stage renal disease on dialysis due to type 1 diabetes mellitus
132091000119104	128292002	Chronic deep venous thrombosis of lower limb due to and following coronary artery bypass grafting
132131000119102	128292002	Chronic deep venous thrombosis of calf
132141000119106	128292002	Chronic deep venous thrombosis of lower extremity
132151000119108	128292002	Chronic deep venous thrombosis of popliteal vein
132161000119105	128292002	Chronic deep venous thrombosis of tibial vein
132171000119104	128292002	Chronic deep venous thrombosis of thigh
132191000119103	128292002	Chronic deep venous thrombosis of femoral vein
132201000119100	128292002	Chronic deep venous thrombosis of iliofemoral vein
132221000119109	128292002	Chronic deep venous thrombosis of upper extremity
132531000119105	128292002	Chronic thrombosis of superficial vein of upper extremity
132551000119104	128292002	Chronic thrombosis of subclavian vein
133411000119108	128292002	Chronic thrombosis of mesenteric vein
133971000119108	128292002	Chronic pulmonary embolism
135011000119102	128292002	Chronic deep venous thrombosis of internal jugular vein
135061000119104	128292002	Chronic thrombosis of superior vena cava
136751000119108	128292002	Chronic deep venous thrombosis of upper extremity as complication of procedure
140101000119109	128292002	Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus
140111000119107	128292002	Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus
140121000119100	128292002	Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus
140131000119102	128292002	Hypertension in chronic kidney disease stage 2 due to type 2 diabetes mellitus
143551000119106	128292002	Chronic thrombosis of splenic vein
153941000119100	128292002	Chronic combined systolic and diastolic heart failure
153951000119103	128292002	Acute on chronic combined systolic and diastolic heart failure
286011000119101	128292002	Rheumatic mitral valve annular calcification
286031000119106	128292002	Rheumatic mitral valve prolapse
293451000119102	128292002	Chronic deep vein thrombosis of right iliac vein
293461000119100	128292002	Chronic deep vein thrombosis of left iliac vein
10757401000119104	128292002	Pre-existing hypertensive heart and chronic kidney disease in mother complicating childbirth
10757481000119107	128292002	Pre-existing hypertensive heart and chronic kidney disease in mother complicating pregnancy
15708561000119103	128292002	Bilateral chronic deep vein thrombosis of upper limbs following procedure
15712441000119103	128292002	Chronic thrombosis of inferior vena cava
15760351000119105	128292002	Chronic deep venous thrombosis
16026431000119101	128292002	Chronic venous thrombosis
16754391000119100	128292002	Stable angina due to coronary arteriosclerosis
16838951000119100	128292002	Acute on chronic right-sided congestive heart failure
58341661000119101	128292002	Bilateral chronic deep venous thrombosis of peroneal veins
98067641000119101	128292002	Right peroneal vein chronic deep venous thrombosis
104758671000119101	128292002	Chronic deep vein thrombosis during pregnancy
172734791000119103	128292002	Postpartum chronic deep vein thrombosis
856856651000119109	128292002	Left peroneal vein chronic deep venous thrombosis
441754003	128531006	Percutaneous transhepatic transplantation of pancreatic islet cells using fluoroscopic guidance
447981001	128531006	Allotransplantation of islets of Langerhans
19647005	13569004	Therapeutic plasmapheresis using plasma as the major replacement fluid
116795008	13569004	Transfusion of cryoprecipitate
116808005	13569004	Transfusion of cryo-poor plasma
116861002	13569004	Transfusion of fresh frozen plasma
225067007	13569004	Therapeutic plasma exchange
1156747007	13569004	Transfusion of convalescent plasma into peripheral vein
1156748002	13569004	Transfusion of convalescent plasma into central vein
1156868003	13569004	Transfusion of convalescent plasma
1332556005	13569004	Therapeutic transfusion of convalescent plasma
1332557001	13569004	Prophylactic transfusion of convalescent plasma
4981000	13645005	Panacinar emphysema
16003001	13645005	Giant bullous emphysema
16846004	13645005	Obstructive emphysema
23958009	13645005	Vanishing lung
31898008	13645005	Paraseptal emphysema
33325001	13645005	Compensatory emphysema
47895001	13645005	Congenital emphysema
47938003	13645005	Chronic obliterative bronchiolitis
57686001	13645005	Emphysematous bleb of lung
60805002	13645005	Hemolytic anemia with emphysema AND cutis laxa
66987001	13645005	Congenital lobar emphysema
68328006	13645005	Centriacinar emphysema
70756004	13645005	Bronchial atresia with segmental pulmonary emphysema
77690003	13645005	Interstitial emphysema of lung
86680006	13645005	Ruptured emphysematous bleb of lung
87433001	13645005	Pulmonary emphysema
135836000	13645005	End stage chronic obstructive pulmonary disease
195951007	13645005	Acute exacerbation of chronic obstructive pulmonary disease
195957006	13645005	Chronic bullous emphysema
195958001	13645005	Segmental bullous emphysema
195959009	13645005	Zonal bullous emphysema
196001008	13645005	Chronic obstructive pulmonary disease with acute lower respiratory infection
196026004	13645005	Chronic emphysema caused by chemical fumes
233674008	13645005	Pulmonary emphysema in alpha-1 PI deficiency
233675009	13645005	Toxic emphysema
233677001	13645005	Scar emphysema
266355005	13645005	Bullous emphysema with collapse
266356006	13645005	Atrophic (senile) emphysema
285381006	13645005	Acute infective exacerbation of chronic obstructive pulmonary disease
313296004	13645005	Mild chronic obstructive pulmonary disease
313297008	13645005	Moderate chronic obstructive pulmonary disease
313299006	13645005	Severe chronic obstructive pulmonary disease
708030004	13645005	Pulmonary emphysema co-occurrent with fibrosis of lung
762618008	13645005	Bronchiolitis obliterans syndrome due to and after lung transplantation
836477007	13645005	Chronic emphysema caused by vapor
840350008	13645005	Chronic obliterative bronchiolitis caused by chemical fumes
840351007	13645005	Chronic obliterative bronchiolitis caused by vapor
1010333003	13645005	Emphysema of left lung
1010334009	13645005	Emphysema of right lung
1177120001	13645005	Bronchiolitis obliterans syndrome following allogeneic stem cell transplant
1751000119100	13645005	Acute exacerbation of chronic obstructive pulmonary disease with asthma
106001000119101	13645005	Chronic obstructive pulmonary disease with acute bronchitis
10692761000119107	13645005	Asthma-chronic obstructive pulmonary disease overlap syndrome
18537005	159138004	Bacteriologist
19667001	159282002	Physics technician
63279000	159282002	Chemistry technician
159283007	159282002	Laboratory technician - general science
159284001	159282002	Laboratory technician - biology
159285000	159282002	Medical laboratory technician
159286004	159282002	Laboratory technician - materials preparation
159287008	159282002	Laboratory technician - analysis
159288003	159282002	Laboratory technician - equipment operation
159289006	159282002	Trainee laboratory technician
386605000	159282002	Laboratory technician - cytology
1259943001	159282002	Anatomical pathology technician
406117000	165806002	Hepatitis B surface antigen detected by enzyme-linked immunosorbent assay
140004	17097001	Chronic pharyngitis
599006	17097001	Chronic pneumothorax
2365002	17097001	Chronic granular pharyngitis
2912004	17097001	Cystic-bullous disease of the lung
4981000	17097001	Panacinar emphysema
7457009	17097001	Chronic tracheitis
12310001	17097001	Childhood bronchiectasis
13645005	17097001	Chronic obstructive pulmonary disease
16003001	17097001	Giant bullous emphysema
16358007	17097001	Chronic disease of tonsils AND/OR adenoids
16846004	17097001	Obstructive emphysema
18121009	17097001	Chronic berylliosis
